TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T0302,03-06-24,Sofa,Furniture,West,Offline,10,4376.85,43768.5,Credit Card,C9964
T0303,08-04-25,Rice,Groceries,South,Offline,3,1351.43,4054.29,UPI,C1768
T0304,05-05-24,Jeans,Clothing,East,Online,7,1907.25,13350.75,Credit Card,C4684
T0305,17-06-24,Jacket,Clothing,West,Online,10,398.96,3989.6,Cash,C4220
T0306,08-01-24,Tea,Groceries,West,Offline,2,4614.44,9228.88,Credit Card,C1867
T0307,02-03-24,Sofa,Furniture,North,Offline,5,4756.22,23781.1,Credit Card,C4328
T0308,25-03-24,Chair,Furniture,North,Online,7,4130.77,28915.39,UPI,C9333
T0309,04-01-25,Lipstick,Beauty,North,Online,4,2284.5,9138,Net Banking,C7827
T0310,16-06-24,Headphones,Electronics,South,Offline,5,4056.02,20280.1,Cash,C9503
T0311,20-10-24,Dress,Clothing,East,Offline,2,657.29,1314.58,Net Banking,C5488
T0312,19-03-25,Chair,Furniture,West,Offline,3,4558.35,13675.05,UPI,C6349
T0313,29-02-24,Face Wash,Beauty,West,Online,1,1368.49,1368.49,Cash,C5935
T0314,14-01-24,Dress,Clothing,North,Offline,4,3925.64,15702.56,Net Banking,C9114
T0315,16-03-24,Rice,Groceries,North,Offline,2,3099.77,6199.54,Cash,C5473
T0316,01-04-25,Smartphone,Electronics,North,Online,5,439.95,2199.75,Credit Card,C9053
T0317,15-06-24,T-Shirt,Clothing,North,Online,8,201.77,1614.16,Net Banking,C6831
T0318,09-03-24,Eggs,Groceries,North,Offline,3,4210.01,12630.03,UPI,C7445
T0319,15-03-24,Shoes,Clothing,West,Offline,5,3739.56,18697.8,Credit Card,C6813
T0320,17-10-24,Bed,Furniture,South,Online,1,4594.25,4594.25,Credit Card,C4877
T0321,12-11-24,Bread,Groceries,South,Offline,5,243.42,1217.1,Net Banking,C9556
T0322,29-02-24,Bread,Groceries,South,Offline,6,921.48,5528.88,Net Banking,C5058
T0323,17-06-24,Chair,Furniture,West,Offline,2,913.06,1826.12,UPI,C9961
T0324,19-07-24,Perfume,Beauty,East,Online,10,2852.75,28527.5,Cash,C9103
T0325,20-02-24,Rice,Groceries,West,Offline,6,2060.01,12360.06,UPI,C6589
T0326,19-10-24,Cupboard,Furniture,East,Offline,1,1941.06,1941.06,Cash,C2871
T0327,26-08-24,Jeans,Clothing,East,Offline,8,304.14,2433.12,UPI,C4674
T0328,08-11-24,Eggs,Groceries,South,Offline,8,901.69,7213.52,Net Banking,C4509
T0329,27-04-24,Lipstick,Beauty,West,Online,3,992.13,2976.39,UPI,C1538
T0330,07-12-24,Jeans,Clothing,West,Online,3,1398.49,4195.47,Credit Card,C7070
T0331,14-12-24,Chair,Furniture,West,Online,8,3876.23,31009.84,Credit Card,C7826
T0332,18-06-24,Shoes,Clothing,East,Online,3,2410.94,7232.82,UPI,C9270
T0333,30-12-24,Laptop,Electronics,North,Online,6,3863.35,23180.1,UPI,C8742
T0334,08-03-25,Tea,Groceries,East,Offline,5,1894.01,9470.05,Cash,C7706
T0335,26-12-24,Shoes,Clothing,East,Offline,10,1475.08,14750.8,Cash,C7319
T0336,04-07-24,Dress,Clothing,East,Online,5,2471.95,12359.75,Credit Card,C6072
T0337,05-02-25,Face Wash,Beauty,West,Offline,4,2187.31,8749.24,UPI,C1913
T0338,01-01-24,Shoes,Clothing,East,Online,2,3627.61,7255.22,Net Banking,C7327
T0339,20-11-24,Lipstick,Beauty,North,Offline,1,4027.8,4027.8,UPI,C3755
T0340,05-02-25,Eggs,Groceries,East,Offline,4,513.65,2054.6,Credit Card,C2229
T0341,26-01-25,Bread,Groceries,West,Online,3,4658.69,13976.07,Net Banking,C1630
T0342,25-03-25,Chair,Furniture,South,Offline,5,3344.52,16722.6,Net Banking,C4165
T0343,02-06-24,Chair,Furniture,North,Online,7,1993.79,13956.53,Net Banking,C7411
T0344,26-01-25,Jacket,Clothing,North,Offline,6,2913,17478,Credit Card,C6601
T0345,03-05-24,Jacket,Clothing,West,Online,3,3583.17,10749.51,Cash,C2076
T0346,03-05-25,Smartphone,Electronics,South,Offline,10,1286.23,12862.3,Cash,C5183
T0347,04-12-24,Shampoo,Beauty,West,Online,3,1143.47,3430.41,UPI,C5540
T0348,02-03-25,Cupboard,Furniture,South,Online,2,4878.09,9756.18,Cash,C9708
T0349,07-12-24,Bed,Furniture,South,Offline,6,2647.75,15886.5,Net Banking,C1515
T0350,22-06-24,T-Shirt,Clothing,East,Online,10,1073.33,10733.3,UPI,C5875
T0351,07-02-24,Jeans,Clothing,West,Online,6,255.53,1533.18,Net Banking,C7011
T0352,25-03-25,Shampoo,Beauty,South,Online,9,414.81,3733.29,Cash,C2457
T0353,01-04-24,Table,Furniture,South,Offline,10,884.98,8849.8,UPI,C3491
T0354,07-05-25,Sofa,Furniture,North,Online,3,52.51,157.53,Net Banking,C4667
T0355,05-06-24,Smartphone,Electronics,North,Online,7,904.49,6331.43,Credit Card,C7614
T0356,19-08-24,Laptop,Electronics,East,Online,10,2902.62,29026.2,Net Banking,C9099
T0357,02-07-24,Smartwatch,Electronics,South,Offline,1,936.45,936.45,Net Banking,C9548
T0358,15-03-24,Table,Furniture,West,Online,5,3163.49,15817.45,UPI,C3640
T0359,29-03-25,Face Wash,Beauty,East,Offline,3,265.42,796.26,UPI,C2055
T0360,14-02-24,Shampoo,Beauty,West,Offline,8,4590.75,36726,Cash,C7736
T0361,11-05-25,Tea,Groceries,South,Offline,10,1722.13,17221.3,Cash,C9360
T0362,15-04-24,Cream,Beauty,South,Offline,6,1415.18,8491.08,Net Banking,C4189
T0363,18-04-24,Dress,Clothing,East,Offline,9,3876.19,34885.71,UPI,C4174
T0364,12-03-25,Headphones,Electronics,East,Offline,6,4251.06,25506.36,UPI,C6428
T0365,09-04-24,Tablet,Electronics,West,Online,10,973.03,9730.3,Credit Card,C1954
T0366,24-07-24,T-Shirt,Clothing,West,Online,2,79.23,158.46,Net Banking,C9416
T0367,09-02-24,Smartphone,Electronics,East,Offline,4,3840.95,15363.8,Net Banking,C1450
T0368,04-08-24,Chair,Furniture,West,Online,7,3819.3,26735.1,Credit Card,C2293
T0369,13-04-24,Cupboard,Furniture,East,Online,2,314.24,628.48,Credit Card,C2667
T0370,19-01-24,Jacket,Clothing,West,Offline,3,1419.87,4259.61,Credit Card,C2382
T0371,10-03-24,Sofa,Furniture,North,Online,7,2442.67,17098.69,Cash,C7291
T0372,17-05-24,Bed,Furniture,North,Offline,5,1536.06,7680.3,UPI,C7977
T0373,18-12-24,Jeans,Clothing,South,Offline,10,4935.05,49350.5,Cash,C6245
T0374,03-04-25,Shoes,Clothing,West,Offline,7,2558.36,17908.52,Cash,C4999
T0375,10-01-25,Perfume,Beauty,West,Offline,2,1479.58,2959.16,Net Banking,C7443
T0376,08-01-24,Milk,Groceries,East,Offline,6,80.17,481.02,Cash,C7648
T0377,29-04-25,Shoes,Clothing,South,Offline,5,4872.92,24364.6,UPI,C7429
T0378,13-08-24,Table,Furniture,East,Offline,9,992.97,8936.73,Credit Card,C2488
T0379,01-03-25,Tablet,Electronics,South,Online,2,335.22,670.44,Credit Card,C8594
T0380,06-04-25,Jacket,Clothing,North,Online,10,3630.56,36305.6,UPI,C7120
T0381,23-03-24,Tablet,Electronics,South,Online,5,2863.78,14318.9,Cash,C8184
T0382,26-04-25,Smartwatch,Electronics,East,Online,9,3602.29,32420.61,Credit Card,C6995
T0383,28-10-24,Tablet,Electronics,West,Online,10,3852.12,38521.2,Cash,C6470
T0384,06-01-25,Cream,Beauty,East,Offline,3,4429.05,13287.15,Cash,C5083
T0385,06-02-25,Face Wash,Beauty,South,Online,9,4257.61,38318.49,Credit Card,C3798
T0386,30-01-25,T-Shirt,Clothing,West,Offline,7,4896.74,34277.18,Credit Card,C8324
T0387,28-04-25,Cream,Beauty,South,Offline,1,1847.52,1847.52,Net Banking,C8144
T0388,08-01-25,Perfume,Beauty,North,Offline,2,3357.45,6714.9,Credit Card,C6502
T0389,03-03-24,Shampoo,Beauty,East,Online,8,4660.4,37283.2,UPI,C8600
T0390,07-01-24,Laptop,Electronics,North,Online,7,1480.52,10363.64,UPI,C2591
T0391,12-09-24,Laptop,Electronics,East,Online,6,4908.92,29453.52,UPI,C5728
T0392,10-01-25,Bed,Furniture,North,Online,7,772.42,5406.94,Cash,C4934
T0393,15-12-24,Perfume,Beauty,West,Offline,3,2513.82,7541.46,UPI,C2542
T0394,10-01-25,Shoes,Clothing,West,Offline,4,1650.71,6602.84,Credit Card,C1115
T0395,09-03-25,Tea,Groceries,North,Online,10,2443.91,24439.1,Net Banking,C5237
T0396,06-04-24,Laptop,Electronics,South,Online,7,89.53,626.71,Cash,C6817
T0397,06-04-24,Smartphone,Electronics,East,Offline,6,4356.23,26137.38,Cash,C6987
T0398,02-05-25,Rice,Groceries,East,Online,1,4988.57,4988.57,UPI,C8473
T0399,13-01-25,Shoes,Clothing,North,Online,10,2090.23,20902.3,Cash,C5758
T0400,04-02-25,Eggs,Groceries,South,Online,7,2177.61,15243.27,Credit Card,C5498
T0401,08-01-25,Tablet,Electronics,West,Online,4,3626.83,14507.32,Net Banking,C2405
T0402,06-05-24,Tea,Groceries,East,Offline,2,631.53,1263.06,Credit Card,C3666
T0403,18-09-24,Shoes,Clothing,West,Offline,2,3497.83,6995.66,Net Banking,C6507
T0404,28-02-25,Table,Furniture,West,Offline,7,3747.91,26235.37,Cash,C6425
T0405,14-06-24,Smartphone,Electronics,North,Offline,3,3467.22,10401.66,Net Banking,C1085
T0406,07-10-24,Jeans,Clothing,North,Offline,10,828.93,8289.3,Net Banking,C1355
T0407,27-01-24,Jeans,Clothing,South,Offline,8,2727.35,21818.8,Credit Card,C6809
T0408,10-11-24,Eggs,Groceries,North,Online,4,3112.17,12448.68,Net Banking,C8611
T0409,04-02-25,Jacket,Clothing,West,Offline,10,3598.42,35984.2,Cash,C5851
T0410,27-02-25,Jacket,Clothing,East,Online,10,866.07,8660.7,UPI,C4229
T0411,26-02-24,Bed,Furniture,East,Online,6,530.44,3182.64,Cash,C4881
T0412,12-10-24,Tea,Groceries,West,Offline,9,3101.08,27909.72,Credit Card,C7130
T0413,08-03-25,Smartphone,Electronics,South,Offline,1,3554.75,3554.75,Net Banking,C3021
T0414,27-09-24,Laptop,Electronics,North,Online,4,4268.31,17073.24,Credit Card,C7068
T0415,18-11-24,Jeans,Clothing,East,Online,10,227.66,2276.6,UPI,C8490
T0416,30-10-24,Milk,Groceries,East,Online,9,3312.95,29816.55,UPI,C8442
T0417,06-07-24,Smartphone,Electronics,South,Online,10,4932.14,49321.4,Cash,C9447
T0418,31-07-24,Sofa,Furniture,East,Offline,9,2232.33,20090.97,Cash,C1718
T0419,14-04-25,Bread,Groceries,South,Offline,2,3631.22,7262.44,Cash,C1990
T0420,22-03-24,Eggs,Groceries,South,Online,3,4189.74,12569.22,Credit Card,C9254
T0421,29-03-24,Smartphone,Electronics,West,Online,5,4015.2,20076,Cash,C5862
T0422,11-06-24,Bed,Furniture,West,Offline,8,3697.03,29576.24,Credit Card,C5270
T0423,07-04-25,Tea,Groceries,West,Online,3,3313.04,9939.12,Credit Card,C4443
T0424,19-01-24,Jeans,Clothing,North,Online,3,2118.57,6355.71,Net Banking,C6555
T0425,17-08-24,Tea,Groceries,West,Online,3,1170.57,3511.71,Net Banking,C1915
T0426,14-03-25,Headphones,Electronics,West,Offline,8,4012.12,32096.96,Net Banking,C3064
T0427,05-06-24,Perfume,Beauty,North,Offline,6,1545.82,9274.92,UPI,C6678
T0428,02-04-25,Jeans,Clothing,East,Online,8,1441.19,11529.52,Credit Card,C5319
T0429,23-06-24,Face Wash,Beauty,North,Online,7,426.18,2983.26,Credit Card,C8134
T0430,05-02-24,Smartphone,Electronics,South,Offline,10,299.05,2990.5,Credit Card,C5187
T0431,25-01-24,Bread,Groceries,West,Online,8,3720.91,29767.28,Credit Card,C1248
T0432,22-01-25,Jeans,Clothing,West,Offline,10,4975.66,49756.6,Net Banking,C7349
T0433,27-03-24,Laptop,Electronics,East,Online,4,623.87,2495.48,Net Banking,C9498
T0434,07-11-24,Perfume,Beauty,North,Offline,4,2265.56,9062.24,Credit Card,C1466
T0435,11-05-24,Sofa,Furniture,North,Offline,1,4777.52,4777.52,Net Banking,C9472
T0436,18-01-25,Headphones,Electronics,West,Online,10,3445.95,34459.5,Net Banking,C7279
T0437,09-03-24,Bread,Groceries,East,Online,8,1585.74,12685.92,Net Banking,C7373
T0438,03-09-24,Rice,Groceries,South,Offline,4,4166.05,16664.2,Credit Card,C9374
T0439,10-01-24,Cupboard,Furniture,West,Online,4,4100.49,16401.96,Cash,C8985
T0440,20-10-24,Table,Furniture,East,Online,1,2277.4,2277.4,Cash,C6090
T0441,19-02-25,Smartwatch,Electronics,West,Online,2,3380.08,6760.16,Net Banking,C2530
T0442,01-07-24,Table,Furniture,East,Offline,4,3666.51,14666.04,UPI,C1188
T0443,26-06-24,Laptop,Electronics,East,Offline,4,668.69,2674.76,UPI,C1395
T0444,11-02-25,Dress,Clothing,East,Offline,8,1668.31,13346.48,Cash,C6349
T0445,02-10-24,Perfume,Beauty,East,Online,8,2270.52,18164.16,Net Banking,C9394
T0446,04-05-25,Milk,Groceries,South,Offline,3,786.14,2358.42,Cash,C7361
T0447,15-04-25,Jeans,Clothing,North,Offline,2,754.3,1508.6,UPI,C8674
T0448,01-01-25,Headphones,Electronics,West,Offline,8,346.57,2772.56,UPI,C8947
T0449,04-04-24,Cupboard,Furniture,South,Offline,10,392.26,3922.6,UPI,C2346
T0450,29-01-24,Cupboard,Furniture,East,Online,1,172.54,172.54,Credit Card,C7496
T0451,28-02-25,Cream,Beauty,South,Online,8,2618.56,20948.48,Cash,C2453
T0452,24-05-24,Milk,Groceries,West,Online,9,4952.61,44573.49,Credit Card,C3753
T0453,30-12-24,Jeans,Clothing,West,Offline,8,2518.12,20144.96,Cash,C6918
T0454,10-06-24,Tablet,Electronics,North,Online,1,3049.29,3049.29,Cash,C7996
T0455,28-10-24,Bread,Groceries,East,Offline,1,3371.53,3371.53,Net Banking,C3575
T0456,13-10-24,Bread,Groceries,West,Offline,8,4723.06,37784.48,UPI,C1542
T0457,23-02-25,Smartphone,Electronics,North,Offline,2,4991.8,9983.6,UPI,C2820
T0458,05-07-24,Perfume,Beauty,North,Offline,4,4821.14,19284.56,UPI,C4854
T0459,10-02-25,Table,Furniture,North,Offline,2,3567.48,7134.96,UPI,C4806
T0460,16-01-24,Bed,Furniture,South,Offline,3,2701.09,8103.27,Cash,C7295
T0461,17-03-25,Tea,Groceries,West,Online,1,981.78,981.78,Cash,C1666
T0462,14-01-25,Cream,Beauty,West,Online,8,4229.91,33839.28,UPI,C1052
T0463,12-01-25,Jacket,Clothing,North,Online,5,2856.51,14282.55,Cash,C2871
T0464,31-08-24,Smartwatch,Electronics,West,Online,5,2759.55,13797.75,UPI,C3966
T0465,11-06-24,Headphones,Electronics,South,Offline,8,4962.58,39700.64,Net Banking,C9913
T0466,27-10-24,Table,Furniture,North,Online,9,2451.4,22062.6,Credit Card,C5417
T0467,26-01-24,Dress,Clothing,South,Offline,2,594.52,1189.04,Credit Card,C4644
T0468,11-04-24,Shampoo,Beauty,East,Online,1,3035.77,3035.77,Cash,C3962
T0469,18-12-24,Sofa,Furniture,East,Offline,2,1054.04,2108.08,Credit Card,C8734
T0470,19-10-24,Cupboard,Furniture,East,Online,10,4280,42800,UPI,C2510
T0471,25-11-24,Milk,Groceries,South,Offline,10,1472.83,14728.3,UPI,C8042
T0472,14-12-24,Bed,Furniture,North,Online,1,4289.67,4289.67,UPI,C3473
T0473,04-02-24,Jacket,Clothing,East,Online,9,2468.6,22217.4,UPI,C2898
T0474,08-01-25,Shampoo,Beauty,West,Offline,6,843.62,5061.72,UPI,C3437
T0475,18-06-24,Lipstick,Beauty,East,Online,3,293.86,881.58,Net Banking,C1452
T0476,11-11-24,Shoes,Clothing,West,Online,5,750.59,3752.95,Cash,C5864
T0477,16-08-24,Headphones,Electronics,West,Offline,8,1152.7,9221.6,UPI,C9092
T0478,16-02-24,Table,Furniture,North,Offline,8,1645.73,13165.84,Credit Card,C1381
T0479,15-03-24,Dress,Clothing,South,Offline,9,4701.99,42317.91,Cash,C3772
T0480,28-01-24,Face Wash,Beauty,North,Offline,1,3412.88,3412.88,Net Banking,C2150
T0481,30-03-24,Headphones,Electronics,West,Offline,5,1185.5,5927.5,Net Banking,C5771
T0482,17-05-24,Jacket,Clothing,South,Online,7,428.73,3001.11,Credit Card,C1251
T0483,26-12-24,Shoes,Clothing,East,Online,10,2188.15,21881.5,Credit Card,C4098
T0484,16-06-24,Eggs,Groceries,South,Online,4,993.5,3974,Credit Card,C1086
T0485,22-10-24,Shampoo,Beauty,North,Online,4,361.59,1446.36,Credit Card,C6774
T0486,21-01-25,Face Wash,Beauty,East,Online,3,1578.78,4736.34,UPI,C7438
T0487,29-01-24,Eggs,Groceries,West,Online,6,1442.7,8656.2,Credit Card,C7649
T0488,22-09-24,Tablet,Electronics,South,Online,7,1456.02,10192.14,Credit Card,C8717
T0489,08-04-25,Face Wash,Beauty,North,Offline,8,2208.2,17665.6,Net Banking,C3172
T0490,27-04-25,Milk,Groceries,East,Online,6,591.08,3546.48,UPI,C3984
T0491,06-05-24,Chair,Furniture,South,Online,4,4505.34,18021.36,Cash,C5420
T0492,12-03-25,Cream,Beauty,West,Online,6,416.54,2499.24,UPI,C1397
T0493,16-04-24,Smartphone,Electronics,West,Online,9,3431.23,30881.07,UPI,C9013
T0494,30-05-24,Headphones,Electronics,South,Online,3,3680.56,11041.68,Cash,C3347
T0495,20-04-25,Headphones,Electronics,South,Offline,6,2014.95,12089.7,UPI,C4780
T0496,11-04-24,Milk,Groceries,East,Offline,9,3177.35,28596.15,Net Banking,C6166
T0497,13-03-24,Shampoo,Beauty,East,Offline,1,2889.54,2889.54,Cash,C7799
T0498,04-11-24,Tablet,Electronics,East,Online,6,3839.77,23038.62,Cash,C7929
T0499,30-07-24,Smartphone,Electronics,West,Offline,9,410.01,3690.09,Cash,C5829
T0500,05-05-25,Smartphone,Electronics,East,Online,5,1301.97,6509.85,Credit Card,C9171
